reciept_no,tran_date,fund_code,fund_subcode,customer_id,amount,fund_name,fund_subname,customer_type,gender,birthday,age,flag_member,YYYY
650007076,2022-4-25,10,10,P0263,450,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1984-06-20,39,yes,2022
660009289,2023-7-13,10,50,P0263,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1984-06-20,39,yes,2023
660006414,2023-4-4,10,600000001,P0263,897,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนบริจาคครบรอบ 30 ปีแห่งการสถาปนา รพ.ธ,บุคคลธรรมดา,ชาย,1984-06-20,39,yes,2023
580001613,2015-3-3,20,560000298,P0264,10000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2015
620014324,2019-9-2,20,620000003,P0264,5000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนหมุนเวียนเพื่อผู้ป่วยแบบประคับประคอง,บุคคลธรรมดา,หญิง,,,no,2019
630009122,2020-4-13,10,630000002,P0264,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2020
640014270,2021-7-14,10,630000002,P0264,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
640004555,2021-4-20,10,630000002,P0264,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
570000641,2013-11-18,10,60,P0265,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2013
570001912,2014-3-4,10,10,P0265,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2014
580000340,2014-11-13,10,10,P0265,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2014
580000341,2014-11-13,20,560000289,P0265,3000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบหัวใจและทรวงอก,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2014
580001749,2015-3-17,10,10,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2015
580002808,2015-7-21,10,10,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2015
590000491,2015-11-24,10,10,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2015
590002863,2016-2-23,10,10,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2016
590004403,2016-7-12,10,10,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2016
600000431,2016-11-22,10,10,P0265,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2016
600002104,2017-3-7,10,10,P0265,6000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2017
600005899,2017-7-25,10,10,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2017
610000877,2017-11-15,10,10,P0265,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2017
610005518,2018-3-13,10,10,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2018
610005519,2018-3-13,10,60,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2018
620001033,2018-11-27,10,600000010,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2018
620001034,2018-11-27,50,610000006,P0265,2400,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน บริจาค รศ.นพ.ศุภชัย ฐิติอาชากุล,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2018
620010300,2019-8-13,10,60,P0265,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2019
620010301,2019-8-13,50,610000006,P0265,1000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน บริจาค รศ.นพ.ศุภชัย ฐิติอาชากุล,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2019
630019137,2020-7-21,10,10,P0265,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2020
630019138,2020-7-21,50,610000006,P0265,1000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน บริจาค รศ.นพ.ศุภชัย ฐิติอาชากุล,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2020
640000626,2020-11-10,10,10,P0265,2600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2020
640000627,2020-11-10,10,60,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2020
630003892,2020-1-14,10,10,P0265,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2020
630003891,2020-1-14,50,610000006,P0265,1000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน บริจาค รศ.นพ.ศุภชัย ฐิติอาชากุล,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2020
640016409,2021-7-21,10,10,P0265,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2021
640016410,2021-7-21,10,630000002,P0265,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2021
650002333,2021-12-1,10,10,P0265,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2021
640003563,2021-3-17,10,10,P0265,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2021
640003564,2021-3-17,10,50,P0265,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2021
660001293,2022-11-9,10,10,P0265,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2022
660001294,2022-11-9,10,50,P0265,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2022
650005884,2022-3-16,10,50,P0265,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2022
650005885,2022-3-16,10,10,P0265,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1968-12-03,55,yes,2022
570002345,2014-5-6,10,560000002,P0266,8750,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน โครงการถวายภัตตาหารเพล,บุคคลธรรมดา,ชาย,1949-03-01,75,yes,2014
580001555,2015-3-2,20,80,P0266,2000,กองทุนบริจาคเพื่อหน่วยงาน,เพื่อซื้อโลหิต,บุคคลธรรมดา,ชาย,1949-03-01,75,yes,2015
600000024,2016-10-4,10,50,P0266,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1949-03-01,75,yes,2016
600001727,2017-1-27,10,10,P0266,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1949-03-01,75,yes,2017
600001728,2017-1-27,10,50,P0266,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1949-03-01,75,yes,2017
580001760,2015-3-19,10,60,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,,,no,2015
590003534,2016-4-11,10,60,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,,,no,2016
600001856,2017-2-8,10,10,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2017
610005454,2018-3-8,10,10,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2018
630001345,2019-11-22,10,10,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2019
620005041,2019-6-8,10,10,P0267,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2019
620014251,2019-8-31,10,10,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2019
640000517,2020-11-4,10,10,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2020
630004813,2020-3-5,10,10,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2020
630019517,2020-8-17,10,10,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2020
640011121,2021-6-6,10,630000002,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640012111,2021-6-19,10,630000002,P0267,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
650005231,2022-2-17,10,50,P0267,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,,,no,2022
660001289,2022-11-9,10,10,P0267,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2022
650010085,2022-8-4,10,10,P0267,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2022
660005785,2023-3-14,10,10,P0267,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660000573,2022-10-20,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2022
660002612,2022-12-21,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2022
660001636,2022-11-22,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2022
660009487,2023-7-21,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005115,2023-2-21,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660007756,2023-5-23,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660003837,2023-1-21,10,650000011,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,ชาย,,,no,2023
660008624,2023-6-21,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660005998,2023-3-21,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660006834,2023-4-21,10,10,P0268,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
630004820,2020-3-6,10,10,P0269,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2020
640014963,2021-7-17,10,630000002,P0269,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2021
640002108,2021-1-14,10,10,P0269,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2021
640005368,2021-4-28,10,630000002,P0269,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2021
640020946,2021-8-26,10,630000002,P0269,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2021
650005249,2022-2-17,10,560000188,P0269,1000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2022
650008734,2022-6-23,10,10,P0269,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2022
650005625,2022-3-3,10,10,P0269,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2022
650007134,2022-4-27,10,10,P0269,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2022
660006932,2023-4-24,10,10,P0269,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1980-04-27,43,yes,2023
620000655,2018-11-13,10,10,P0270,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2018
620006933,2019-7-8,10,10,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2019
620016501,2019-9-30,10,10,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2019
620004060,2019-4-29,10,10,P0270,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2019
630020729,2020-9-24,10,10,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2020
640021992,2021-9-13,10,630000002,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2021
640010303,2021-5-28,10,630000002,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2021
650011242,2022-9-19,10,50,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2022
660000135,2022-10-5,10,50,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2022
650008606,2022-6-20,10,50,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2022
650007061,2022-4-25,10,50,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2022
650009916,2022-8-1,10,50,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2022
660007716,2023-5-22,10,50,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2023
660008840,2023-6-26,10,50,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2023
660005728,2023-3-13,10,50,P0270,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1968-12-03,55,yes,2023
580000279,2014-11-4,10,60,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2014
580001297,2015-2-3,10,50,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2015
580002127,2015-5-8,10,50,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2015
590000223,2015-10-30,10,50,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2015
590002651,2016-2-2,10,60,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2016
590004468,2016-7-21,10,50,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2016
600000255,2016-10-31,10,10,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2016
600000256,2016-10-31,10,50,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2016
600001480,2017-1-9,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2017
600002426,2017-4-3,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2017
600005168,2017-7-4,10,50,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2017
610000132,2017-10-4,10,50,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2017
610004016,2018-1-4,10,50,P0271,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2018
610005800,2018-4-2,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2018
610007335,2018-7-9,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2018
620000282,2018-10-18,10,560000010,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนเพื่อผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2018
630001150,2019-11-15,10,10,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2019
620002141,2019-1-11,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2019
620003950,2019-4-24,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2019
620010497,2019-8-14,10,10,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2019
630004305,2020-2-11,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2020
640000212,2020-10-14,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2020
630015877,2020-5-12,10,630000002,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2020
640021238,2021-9-1,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2021
650003729,2021-12-28,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2021
640002092,2021-1-14,10,50,P0271,2500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2021
640005801,2021-4-30,10,50,P0271,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2021
650009719,2022-7-26,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2022
650006123,2022-3-24,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2022
660007878,2023-5-26,10,50,P0271,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,1975-05-19,48,yes,2023
630018959,2020-7-10,10,10,P0272,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1971-09-27,52,yes,2020
630019175,2020-7-23,10,10,P0272,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1971-09-27,52,yes,2020
630019252,2020-7-31,10,10,P0272,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1971-09-27,52,yes,2020
630004432,2020-2-18,10,10,P0272,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,1971-09-27,52,yes,2020
